freq,psd_x,psd_y,psd_z,psd_xyz
171.3,4.917e+03,4.031e+03,6.439e+03,1.539e+04
172.6,6.070e+03,4.724e+03,5.408e+03,1.620e+04
173.9,6.996e+03,3.717e+03,6.902e+03,1.761e+04
175.2,6.634e+03,3.381e+03,6.638e+03,1.665e+04
176.5,6.188e+03,2.765e+03,5.172e+03,1.412e+04
177.9,8.452e+03,2.665e+03,5.689e+03,1.681e+04
179.2,7.885e+03,2.793e+03,5.840e+03,1.652e+04
180.5,8.453e+03,2.763e+03,5.858e+03,1.707e+04
181.8,8.497e+03,2.798e+03,5.060e+03,1.636e+04
183.1,7.722e+03,2.757e+03,4.796e+03,1.527e+04
184.4,6.990e+03,2.684e+03,4.618e+03,1.429e+04
185.8,7.414e+03,3.299e+03,5.340e+03,1.605e+04
187.1,9.783e+03,3.413e+03,5.425e+03,1.862e+04
188.4,1.242e+04,3.447e+03,6.012e+03,2.188e+04
189.7,1.282e+04,3.786e+03,5.563e+03,2.217e+04
191.0,1.264e+04,4.245e+03,5.128e+03,2.201e+04
192.3,1.093e+04,4.754e+03,4.247e+03,1.993e+04
193.7,9.095e+03,4.336e+03,4.130e+03,1.756e+04
195.0,7.964e+03,3.846e+03,4.466e+03,1.628e+04
196.3,8.067e+03,4.105e+03,4.459e+03,1.663e+04
197.6,7.367e+03,4.451e+03,4.068e+03,1.589e+04
198.9,6.629e+03,4.386e+03,4.376e+03,1.539e+04
