freq,psd_x,psd_y,psd_z,psd_xyz
180.1,4.814e+03,8.744e+02,5.851e+03,1.154e+04
181.7,4.678e+03,7.974e+02,5.291e+03,1.077e+04
183.3,4.619e+03,7.859e+02,5.091e+03,1.050e+04
184.9,4.464e+03,8.204e+02,5.395e+03,1.068e+04
186.6,4.449e+03,8.018e+02,5.154e+03,1.040e+04
188.2,4.435e+03,8.143e+02,5.114e+03,1.036e+04
189.8,4.388e+03,8.537e+02,5.160e+03,1.040e+04
191.4,4.551e+03,8.751e+02,4.888e+03,1.031e+04
193.0,4.602e+03,9.280e+02,4.463e+03,9.992e+03
194.7,4.338e+03,9.477e+02,4.018e+03,9.304e+03
196.3,4.430e+03,7.733e+02,3.720e+03,8.923e+03
197.9,5.169e+03,6.366e+02,3.482e+03,9.288e+03
199.5,6.046e+03,6.054e+02,3.499e+03,1.015e+04
