freq,psd_x,psd_y,psd_z,psd_xyz
66.4,1.323e+05,3.956e+02,7.804e+03,1.405e+05
68.0,1.527e+05,3.492e+02,6.661e+03,1.597e+05
69.7,1.731e+05,3.246e+02,6.045e+03,1.795e+05
71.3,2.044e+05,3.818e+02,5.045e+03,2.098e+05
72.9,2.503e+05,3.584e+02,5.975e+03,2.566e+05
74.5,2.906e+05,3.743e+02,7.292e+03,2.982e+05
76.1,2.501e+05,5.050e+02,8.337e+03,2.590e+05
77.8,1.136e+05,4.655e+02,6.274e+03,1.204e+05
79.4,4.246e+04,4.346e+02,3.770e+03,4.666e+04
81.0,4.447e+04,4.393e+02,3.532e+03,4.844e+04
82.6,4.861e+04,4.084e+02,3.217e+03,5.223e+04
84.2,6.256e+04,4.019e+02,3.529e+03,6.649e+04
85.9,9.438e+04,4.005e+02,4.344e+03,9.912e+04
87.5,1.300e+05,4.617e+02,5.040e+03,1.355e+05
89.1,1.644e+05,5.767e+02,5.551e+03,1.705e+05
90.7,1.965e+05,6.741e+02,5.832e+03,2.030e+05
92.3,2.295e+05,8.433e+02,6.219e+03,2.365e+05
94.0,2.591e+05,9.822e+02,6.518e+03,2.666e+05
95.6,2.820e+05,1.116e+03,6.400e+03,2.896e+05
97.2,3.047e+05,1.339e+03,6.184e+03,3.122e+05
98.8,3.339e+05,1.598e+03,6.012e+03,3.415e+05
100.4,3.668e+05,1.800e+03,6.079e+03,3.747e+05
102.1,4.021e+05,2.206e+03,6.570e+03,4.109e+05
103.7,4.184e+05,2.948e+03,7.639e+03,4.290e+05
105.3,3.926e+05,3.616e+03,8.004e+03,4.042e+05
106.9,4.193e+05,3.307e+03,6.979e+03,4.296e+05
108.5,4.876e+05,2.514e+03,5.716e+03,4.959e+05
110.2,5.821e+05,1.825e+03,4.976e+03,5.889e+05
111.8,6.741e+05,1.193e+03,3.933e+03,6.792e+05
113.4,8.289e+05,6.715e+02,3.419e+03,8.330e+05
115.0,1.036e+06,6.117e+02,4.622e+03,1.042e+06
116.6,1.145e+06,9.649e+02,6.831e+03,1.153e+06
118.3,9.000e+05,1.005e+03,6.623e+03,9.076e+05
119.9,5.858e+05,7.538e+02,4.915e+03,5.915e+05
121.5,4.649e+05,4.574e+02,3.640e+03,4.690e+05
123.1,5.038e+05,4.068e+02,3.293e+03,5.075e+05
124.7,6.105e+05,8.408e+02,4.110e+03,6.154e+05
126.4,7.317e+05,1.970e+03,5.831e+03,7.395e+05
128.0,8.310e+05,3.211e+03,7.773e+03,8.420e+05
129.6,9.121e+05,4.125e+03,8.794e+03,9.250e+05
131.2,9.828e+05,5.316e+03,9.864e+03,9.980e+05
132.8,5.578e+05,3.521e+03,7.224e+03,5.685e+05
134.5,5.963e+04,8.397e+02,2.902e+03,6.338e+04
136.1,1.360e+04,6.356e+02,2.363e+03,1.659e+04
137.7,1.257e+04,5.981e+02,2.241e+03,1.541e+04
139.3,1.241e+04,5.240e+02,1.894e+03,1.483e+04
140.9,1.139e+04,4.541e+02,1.889e+03,1.374e+04
142.5,1.109e+04,4.507e+02,2.009e+03,1.355e+04
144.2,1.148e+04,4.447e+02,2.127e+03,1.405e+04
145.8,1.167e+04,3.713e+02,2.202e+03,1.425e+04
147.4,1.280e+04,2.824e+02,2.182e+03,1.526e+04
149.0,1.545e+04,2.231e+02,2.165e+03,1.784e+04
150.6,1.662e+04,1.649e+02,2.072e+03,1.886e+04
152.3,1.400e+04,1.091e+02,1.476e+03,1.559e+04
153.9,1.239e+04,7.985e+01,7.449e+02,1.322e+04
155.5,1.057e+04,6.110e+01,4.320e+02,1.107e+04
157.1,8.128e+03,5.396e+01,3.773e+02,8.559e+03
158.7,6.213e+03,5.841e+01,3.054e+02,6.576e+03
160.4,4.839e+03,5.529e+01,2.577e+02,5.152e+03
162.0,3.589e+03,5.145e+01,2.605e+02,3.901e+03
163.6,2.718e+03,5.668e+01,2.549e+02,3.029e+03
165.2,2.409e+03,7.437e+01,2.434e+02,2.727e+03
166.8,2.505e+03,8.374e+01,2.976e+02,2.886e+03
168.5,2.846e+03,7.575e+01,3.716e+02,3.293e+03
170.1,3.802e+03,7.035e+01,4.545e+02,4.327e+03
171.7,6.709e+03,6.252e+01,5.214e+02,7.293e+03
173.3,8.833e+03,5.630e+01,5.883e+02,9.477e+03
174.9,8.770e+03,5.038e+01,6.381e+02,9.458e+03
176.6,8.402e+03,5.447e+01,7.225e+02,9.179e+03
178.2,6.245e+03,4.667e+01,8.569e+02,7.149e+03
179.8,6.345e+03,4.680e+01,9.942e+02,7.386e+03
181.4,6.482e+03,4.545e+01,1.068e+03,7.595e+03
183.0,5.322e+03,4.559e+01,1.098e+03,6.466e+03
184.7,5.625e+03,5.372e+01,1.127e+03,6.806e+03
186.3,6.416e+03,6.173e+01,1.199e+03,7.677e+03
187.9,5.830e+03,6.374e+01,1.220e+03,7.114e+03
189.5,4.599e+03,7.327e+01,1.267e+03,5.940e+03
191.1,4.419e+03,7.936e+01,1.296e+03,5.795e+03
192.8,2.941e+03,8.849e+01,1.226e+03,4.256e+03
194.4,1.537e+03,1.022e+02,1.152e+03,2.791e+03
196.0,6.516e+02,1.094e+02,1.045e+03,1.806e+03
197.6,5.528e+02,1.094e+02,8.809e+02,1.543e+03
199.2,5.602e+02,1.141e+02,6.998e+02,1.374e+03
